,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled
1785,n-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1580.0,621.0,28.214447978191732
1881,p-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1433.0,768.0,34.893230349840984
1977,p-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1168.0,1033.0,46.933212176283504
2073,p-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1566.0,635.0,28.850522489777372
2169,p-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1283.0,918.0,41.708314402544296
2265,p-o-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1871.0,330.0,14.993184915947296
2361,p-o-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1737.0,464.0,21.081326669695592
2457,p-o-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,2005.0,196.0,8.905043162199
2553,p-o-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1648.0,553.0,25.124943207632896
2649,p-o-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1894.0,307.0,13.948205361199454
2745,p-o-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1731.0,470.0,21.353930031803724
2841,p-o-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1652.0,549.0,24.94320763289414
2937,p-o-17,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1750.0,451.0,20.49068605179464
3033,p-o-18,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1474.0,727.0,33.030440708768744
3129,p-o-19,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1508.0,693.0,31.485688323489324
3225,p-o-20,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1613.0,588.0,26.715129486597
3321,p-o-21,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1591.0,610.0,27.714675147660156
3417,p-o-22,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1483.0,718.0,32.621535665606544
3513,p-o-23,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1830.0,371.0,16.855974557019536
3609,p-o-24,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1923.0,278.0,12.63062244434348
3705,p-o-25,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1483.0,718.0,32.621535665606544
3801,p-o-26,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1661.0,540.0,24.53430258973194
3897,p-o-27,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1764.0,437.0,19.854611540208996
3993,p-o-28,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1669.0,532.0,24.170831440254428
4089,p-o-29,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1761.0,440.0,19.990913221263064
4185,p-o-30,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1553.0,648.0,29.441163107678328
4281,p-o-31,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1499.0,702.0,31.894593366651524
4377,p-o-32,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1745.0,456.0,20.717855520218084
4473,p-o-33,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1640.0,561.0,25.488414357110404
4569,p-o-34,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1744.0,457.0,20.763289413902772
4665,p-o-35,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1609.0,592.0,26.896865061335756
4761,p-o-36,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1527.0,674.0,30.622444343480236
4857,p-o-37,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1564.0,637.0,28.941390277146752
4953,p-o-38,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1637.0,564.0,25.624716038164472
5049,p-o-39,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1671.0,530.0,24.079963652885052
5145,p-o-40,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1556.0,645.0,29.30486142662426
5241,p-o-41,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1703.0,498.0,22.626079054975012
5337,p-o-42,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1714.0,487.0,22.126306224443436
5433,p-o-43,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1573.0,628.0,28.532485233984552
5529,p-o-44,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1738.0,463.0,21.035892776010904
5625,p-o-45,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1774.0,427.0,19.400272603362108
5721,p-o-46,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1633.0,568.0,25.806451612903224
5817,p-o-47,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1678.0,523.0,23.761926397092232
5913,p-o-48,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1884.0,317.0,14.402544298046342
6009,p-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1721.0,480.0,21.808268968650612
6105,p-o-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.25,1747.0,454.0,20.626987732848704
58,c-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1341.0,860.0,39.07314856883235
154,c-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1331.0,870.0,39.52748750567924
250,c-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1281.0,920.0,41.79918218991367
346,c-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1718.0,483.0,21.94457064970468
442,c-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1644.0,557.0,25.306678782371648
538,c-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1512.0,689.0,31.303952748750568
634,c-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1607.0,594.0,26.987732848705136
730,c-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1707.0,494.0,22.444343480236256
826,c-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1600.0,601.0,27.305770104497956
922,c-o-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1600.0,601.0,27.305770104497956
1018,c-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1608.0,593.0,26.942298955020444
1114,c-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1688.0,513.0,23.307587460245344
1210,c-s-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1611.0,590.0,26.80599727396638
1306,n-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1646.0,555.0,25.215810995002272
1402,n-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1687.0,514.0,23.353021353930032
1498,n-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1795.0,406.0,18.446160835983644
1594,n-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1683.0,518.0,23.534756928668788
1690,n-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1795.0,406.0,18.446160835983644
1786,n-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1646.0,555.0,25.215810995002272
1882,p-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1801.0,400.0,18.173557473875512
1978,p-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1384.0,817.0,37.11949114039073
2074,p-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1792.0,409.0,18.582462517037712
2170,p-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1480.0,721.0,32.75783734666061
2266,p-o-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2002.0,199.0,9.041344843253066
2362,p-o-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1856.0,345.0,15.674693321217628
2458,p-o-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,2111.0,90.0,4.08905043162199
2554,p-o-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1895.0,306.0,13.902771467514766
2650,p-o-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1968.0,233.0,10.586097228532486
2746,p-o-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1916.0,285.0,12.948659700136302
2842,p-o-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1730.0,471.0,21.399363925488416
2938,p-o-17,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1906.0,295.0,13.40299863698319
3034,p-o-18,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1776.0,425.0,19.309404815992732
3130,p-o-19,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1691.0,510.0,23.171285779191276
3226,p-o-20,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1722.0,479.0,21.762835074965924
3322,p-o-21,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1770.0,431.0,19.582008178100864
3418,p-o-22,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1666.0,535.0,24.307133121308496
3514,p-o-23,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1933.0,268.0,12.176283507496592
3610,p-o-24,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1985.0,216.0,9.813721035892776
3706,p-o-25,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1666.0,535.0,24.307133121308496
3802,p-o-26,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1832.0,369.0,16.76510676965016
3898,p-o-27,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1911.0,290.0,13.175829168559746
3994,p-o-28,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1701.0,500.0,22.716946842344388
4090,p-o-29,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1872.0,329.0,14.947751022262608
4186,p-o-30,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1690.0,511.0,23.216719672875964
4282,p-o-31,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1597.0,604.0,27.44207178555202
4378,p-o-32,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1943.0,258.0,11.721944570649704
4474,p-o-33,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1808.0,393.0,17.855520218082688
4570,p-o-34,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1911.0,290.0,13.175829168559746
4666,p-o-35,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1766.0,435.0,19.76374375283962
4762,p-o-36,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1671.0,530.0,24.079963652885052
4858,p-o-37,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1827.0,374.0,16.992276238073604
4954,p-o-38,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1762.0,439.0,19.945479327578372
5050,p-o-39,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1813.0,388.0,17.628350749659244
5146,p-o-40,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1896.0,305.0,13.857337573830078
5242,p-o-41,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1879.0,322.0,14.629713766469786
5338,p-o-42,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1827.0,374.0,16.992276238073604
5434,p-o-43,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1837.0,364.0,16.537937301226716
5530,p-o-44,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1984.0,217.0,9.859154929577464
5626,p-o-45,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1963.0,238.0,10.81326669695593
5722,p-o-46,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1875.0,326.0,14.811449341208542
5818,p-o-47,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1864.0,337.0,15.311222171740118
5914,p-o-48,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1957.0,244.0,11.085870059064062
6010,p-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1802.0,399.0,18.128123580190824
6106,p-o-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.5,1990.0,211.0,9.586551567469332
59,c-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1471.0,730.0,33.16674238982281
155,c-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1476.0,725.0,32.93957292139936
251,c-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1487.0,714.0,32.439800090867784
347,c-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1759.0,442.0,20.08178100863244
443,c-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1721.0,480.0,21.808268968650612
539,c-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1580.0,621.0,28.214447978191732
635,c-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1636.0,565.0,25.67014993184916
731,c-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1734.0,467.0,21.21762835074966
827,c-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1627.0,574.0,26.07905497501136
923,c-o-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1627.0,574.0,26.07905497501136
1019,c-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1641.0,560.0,25.442980463425716
1115,c-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1781.0,420.0,19.082235347569288
1211,c-s-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1765.0,436.0,19.809177646524308
1307,n-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1809.0,392.0,17.810086324398
1403,n-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1920.0,281.0,12.766924125397546
1499,n-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1839.0,362.0,16.447069513857336
1595,n-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1923.0,278.0,12.63062244434348
1691,n-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1836.0,365.0,16.583371194911404
1787,n-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1808.0,393.0,17.855520218082688
1883,p-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2022.0,179.0,8.132666969559292
1979,p-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1592.0,609.0,27.669241253975464
2075,p-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1952.0,249.0,11.313039527487506
2171,p-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1664.0,537.0,24.398000908677872
2267,p-o-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2121.0,80.0,3.634711494775102
2363,p-o-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1964.0,237.0,10.76783280327124
2459,p-o-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2184.0,17.0,0.7723761926397092
2555,p-o-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2042.0,159.0,7.223989095865516
2651,p-o-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2028.0,173.0,7.860063607451159
2747,p-o-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2002.0,199.0,9.041344843253066
2843,p-o-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1800.0,401.0,18.2189913675602
2939,p-o-17,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1986.0,215.0,9.768287142208088
3035,p-o-18,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1895.0,306.0,13.902771467514766
3131,p-o-19,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1864.0,337.0,15.311222171740118
3227,p-o-20,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1851.0,350.0,15.901862789641072
3323,p-o-21,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1927.0,274.0,12.448886869604726
3419,p-o-22,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1837.0,364.0,16.537937301226716
3515,p-o-23,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1990.0,211.0,9.586551567469332
3611,p-o-24,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2032.0,169.0,7.678328032712403
3707,p-o-25,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1837.0,364.0,16.537937301226716
3803,p-o-26,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2004.0,197.0,8.95047705588369
3899,p-o-27,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2024.0,177.0,8.041799182189914
3995,p-o-28,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1741.0,460.0,20.899591094956836
4091,p-o-29,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1939.0,262.0,11.90368014538846
4187,p-o-30,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1797.0,404.0,18.355293048614268
4283,p-o-31,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1684.0,517.0,23.4893230349841
4379,p-o-32,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2076.0,125.0,5.679236710586097
4475,p-o-33,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1883.0,318.0,14.447978191731032
4571,p-o-34,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1989.0,212.0,9.63198546115402
4667,p-o-35,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1873.0,328.0,14.90231712857792
4763,p-o-36,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1739.0,462.0,20.990458882326216
4859,p-o-37,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1998.0,203.0,9.223080417991822
4955,p-o-38,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1838.0,363.0,16.492503407542028
5051,p-o-39,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1869.0,332.0,15.084052703316674
5147,p-o-40,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2025.0,176.0,7.996365288505225
5243,p-o-41,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1952.0,249.0,11.313039527487506
5339,p-o-42,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1895.0,306.0,13.902771467514766
5435,p-o-43,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1917.0,284.0,12.903225806451612
5531,p-o-44,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2097.0,104.0,4.725124943207633
5627,p-o-45,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2070.0,131.0,5.95184007269423
5723,p-o-46,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1936.0,265.0,12.039981826442526
5819,p-o-47,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1931.0,270.0,12.26715129486597
5915,p-o-48,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2016.0,185.0,8.405270331667424
6011,p-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,1864.0,337.0,15.311222171740118
6107,p-o-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,0.75,2068.0,133.0,6.042707860063607
60,c-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1772.0,429.0,19.491140390731484
156,c-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1791.0,410.0,18.6278964107224
252,c-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1759.0,442.0,20.08178100863244
348,c-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1854.0,347.0,15.765561108587006
444,c-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1897.0,304.0,13.811903680145388
540,c-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1702.0,499.0,22.6715129486597
636,c-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1714.0,487.0,22.126306224443436
732,c-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1794.0,407.0,18.491594729668332
828,c-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1708.0,493.0,22.398909586551568
924,c-o-7,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1726.0,475.0,21.581099500227168
1020,c-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1755.0,446.0,20.263516583371196
1116,c-p-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1955.0,246.0,11.17673784643344
1212,c-s-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1986.0,215.0,9.768287142208088
1308,n-o-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2069.0,132.0,5.997273966378919
1404,n-o-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2200.0,1.0,0.04543389368468878
1500,n-o-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1928.0,273.0,12.403452975920036
1596,n-o-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
1692,n-o-5,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1936.0,265.0,12.039981826442526
1788,n-o-6,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2074.0,127.0,5.770104497955475
1884,p-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2171.0,30.0,1.3630168105406633
1980,p-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2008.0,193.0,8.768741481144934
2076,p-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
2172,p-n-4,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1980.0,221.0,10.04089050431622
2268,p-o-10,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
2364,p-o-11,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2151.0,50.0,2.271694684234439
2460,p-o-12,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
2556,p-o-13,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2108.0,93.0,4.225352112676056
2652,p-o-14,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2118.0,83.0,3.7710131758291685
2748,p-o-15,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2131.0,70.0,3.1803725579282145
2844,p-o-16,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1957.0,244.0,11.085870059064062
2940,p-o-17,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2178.0,23.0,1.044979554747842
3036,p-o-18,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2100.0,101.0,4.588823262153567
3132,p-o-19,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2064.0,137.0,6.224443434802363
3228,p-o-20,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2095.0,106.0,4.81599273057701
3324,p-o-21,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2136.0,65.0,2.9532030895047705
3420,p-o-22,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2090.0,111.0,5.043162199000454
3516,p-o-23,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2079.0,122.0,5.542935029532031
3612,p-o-24,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2125.0,76.0,3.452975920036347
3708,p-o-25,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2090.0,111.0,5.043162199000454
3804,p-o-26,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
3900,p-o-27,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2172.0,29.0,1.3175829168559745
3996,p-o-28,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1828.0,373.0,16.946842344388916
4092,p-o-29,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2057.0,144.0,6.542480690595184
4188,p-o-30,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1995.0,206.0,9.359382099045888
4284,p-o-31,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1886.0,315.0,14.311676510676966
4380,p-o-32,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2188.0,13.0,0.5906406179009541
4476,p-o-33,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2027.0,174.0,7.905497501135847
4572,p-o-34,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2176.0,25.0,1.1358473421172195
4668,p-o-35,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2033.0,168.0,7.632894139027715
4764,p-o-36,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1829.0,372.0,16.901408450704224
4860,p-o-37,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2128.0,73.0,3.316674238982281
4956,p-o-38,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2010.0,191.0,8.677873693775556
5052,p-o-39,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1980.0,221.0,10.04089050431622
5148,p-o-40,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2180.0,21.0,0.9541117673784644
5244,p-o-41,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2090.0,111.0,5.043162199000454
5340,p-o-42,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2037.0,164.0,7.45115856428896
5436,p-o-43,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2070.0,131.0,5.95184007269423
5532,p-o-44,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2169.0,32.0,1.453884597910041
5628,p-o-45,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2199.0,2.0,0.09086778736937756
5724,p-o-46,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2009.0,192.0,8.723307587460246
5820,p-o-47,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2079.0,122.0,5.542935029532031
5916,p-o-48,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2105.0,96.0,4.361653793730123
6012,p-o-8,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,1982.0,219.0,9.950022716946842
6108,p-o-9,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.0,2201.0,0.0,0.0
61,c-n-1,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1959.0,242.0,10.995002271694684
157,c-n-2,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1868.0,333.0,15.129486597001364
253,c-n-3,X-coord,-3.45 - -2.0 and 2.0 - 3.55,1.25,1886.0,315.0,14.311676510676966
