,Name,Axis,Boundary,Threshold,Unfilled,Filled,%Filled,Unnamed: 0,Coefficient,Weighted_percent_filled
1856,c-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3258.0,363.0,10.024855012427507,29,0.1020777284341414,1.0233144275502162
1857,c-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3252.0,369.0,10.190555095277547,29,0.1020777284341414,1.0402287156088974
1858,c-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3263.0,358.0,9.886771610052472,29,0.1020777284341414,1.0092191875013152
1859,c-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3266.0,355.0,9.803921568627452,29,0.1020777284341414,1.0007620434719746
1860,c-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3281.0,340.0,9.389671361502348,29,0.1020777284341414,0.9584763233252713
1861,c-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3016.0,605.0,16.708091687379177,29,0.1020777284341414,1.7055240459170269
1862,c-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2983.0,638.0,17.619442143054403,29,0.1020777284341414,1.7985526302397736
1863,c-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3176.0,445.0,12.289422811378072,29,0.1020777284341414,1.2544763643521935
1864,c-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,2913.0,708.0,19.552609776304887,29,0.1020777284341414,1.9958859909243885
1865,c-o-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3257.0,364.0,10.052471692902513,29,0.1020777284341414,1.0261334755599962
1866,c-o-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3280.0,341.0,9.417288041977354,29,0.1020777284341414,0.9612953713350515
1867,c-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3382.0,239.0,6.60038663352665,29,0.1020777284341414,0.6737524743374701
1868,c-s-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3311.0,310.0,8.56117094725214,29,0.1020777284341414,0.8739048830318651
1869,n-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3477.0,144.0,3.9768019884009944,29,0.1020777284341414,0.4059429134083502
1870,n-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1871,n-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3460.0,161.0,4.446285556476112,29,0.1020777284341414,0.4538667295746138
1872,n-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1873,n-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3462.0,159.0,4.391052195526098,29,0.1020777284341414,0.4482286335550533
1874,n-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3465.0,156.0,4.308202154101077,29,0.1020777284341414,0.43977148952571277
1875,p-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1876,p-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3532.0,89.0,2.4578845622756145,29,0.1020777284341414,0.25089527287043867
1877,p-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1878,p-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3441.0,180.0,4.971002485501243,29,0.1020777284341414,0.5074286417604378
1879,p-o-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1880,p-o-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1881,p-o-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1882,p-o-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3439.0,182.0,5.026235846451256,29,0.1020777284341414,0.5130667377799981
1883,p-o-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3563.0,58.0,1.6017674675504003,29,0.1020777284341414,0.16350478456725215
1884,p-o-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3455.0,166.0,4.5843689588511465,29,0.1020777284341414,0.4679619696235149
1885,p-o-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3327.0,294.0,8.11930405965203,29,0.1020777284341414,0.8288001148753817
1886,p-o-17,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1887,p-o-18,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3558.0,63.0,1.739850869925435,29,0.1020777284341414,0.1776000246161532
1888,p-o-19,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3528.0,93.0,2.568351284175642,29,0.1020777284341414,0.2621714649095595
1889,p-o-20,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3604.0,17.0,0.4694835680751174,29,0.1020777284341414,0.047923816166263566
1890,p-o-21,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1891,p-o-22,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3594.0,27.0,0.7456503728251864,29,0.1020777284341414,0.07611429626406567
1892,p-o-23,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3533.0,88.0,2.4302678818006074,29,0.1020777284341414,0.24807622486065845
1893,p-o-24,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3543.0,78.0,2.1541010770505387,29,0.1020777284341414,0.21988574476285638
1894,p-o-25,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3594.0,27.0,0.7456503728251864,29,0.1020777284341414,0.07611429626406567
1895,p-o-26,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1896,p-o-27,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1897,p-o-28,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3012.0,609.0,16.818558409279206,29,0.1020777284341414,1.7168002379561478
1898,p-o-29,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3366.0,255.0,7.042253521126761,29,0.1020777284341414,0.7188572424939536
1899,p-o-30,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3311.0,310.0,8.56117094725214,29,0.1020777284341414,0.8739048830318651
1900,p-o-31,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3471.0,150.0,4.142502071251036,29,0.1020777284341414,0.4228572014670315
1901,p-o-32,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3490.0,131.0,3.6177851422259044,29,0.1020777284341414,0.3692952892812075
1902,p-o-33,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3398.0,223.0,6.158519745926539,29,0.1020777284341414,0.6286477061809868
1903,p-o-34,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1904,p-o-35,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3503.0,118.0,3.258768296050815,29,0.1020777284341414,0.3326476651540648
1905,p-o-36,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3231.0,390.0,10.770505385252692,29,0.1020777284341414,1.0994287238142817
1906,p-o-37,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3616.0,5.0,0.13808340237503453,29,0.1020777284341414,0.01409524004890105
1907,p-o-38,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3426.0,195.0,5.385252692626346,29,0.1020777284341414,0.5497143619071408
1908,p-o-39,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3343.0,278.0,7.67743717205192,29,0.1020777284341414,0.7836953467188984
1909,p-o-40,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1910,p-o-41,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3402.0,219.0,6.048053024026512,29,0.1020777284341414,0.617371514141866
1911,p-o-42,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3339.0,282.0,7.787903893951947,29,0.1020777284341414,0.7949715387580192
1912,p-o-43,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3344.0,277.0,7.649820491576913,29,0.1020777284341414,0.7808762987091181
1913,p-o-44,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1914,p-o-45,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3563.0,58.0,1.6017674675504003,29,0.1020777284341414,0.16350478456725215
1915,p-o-46,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3192.0,429.0,11.847555923777962,29,0.1020777284341414,1.20937159619571
1916,p-o-47,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3377.0,244.0,6.738470035901685,29,0.1020777284341414,0.6878477143863712
1917,p-o-48,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3555.0,66.0,1.8227009113504558,29,0.1020777284341414,0.18605716864549385
1918,p-o-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3344.0,277.0,7.649820491576913,29,0.1020777284341414,0.7808762987091181
1919,p-o-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.25,3621.0,0.0,0.0,29,0.1020777284341414,0.0
1920,c-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3555.0,66.0,1.8227009113504558,30,0.1422247455176173,0.2592331732715477
1921,c-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3413.0,208.0,5.744269538801436,30,0.1422247455176173,0.8169772733406352
1922,c-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3556.0,65.0,1.7950842308754487,30,0.1422247455176173,0.25530539791894846
1923,c-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3444.0,177.0,4.888152444076222,30,0.1422247455176173,0.6952162374100597
1924,c-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3481.0,140.0,3.8663352665009665,30,0.1422247455176173,0.549888549363889
1925,c-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3203.0,418.0,11.543772438552885,30,0.1422247455176173,1.6418100973864687
1926,c-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3221.0,400.0,11.046672190002761,30,0.1422247455176173,1.5711101410396828
1927,c-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3336.0,285.0,7.8707539353769675,30,0.1422247455176173,1.119415975490774
1928,c-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3141.0,480.0,13.256006628003314,30,0.1422247455176173,1.8853321692476195
1929,c-o-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3421.0,200.0,5.523336095001381,30,0.1422247455176173,0.7855550705198414
1930,c-o-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3453.0,168.0,4.63960231980116,30,0.1422247455176173,0.6598662592366668
1931,c-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3515.0,106.0,2.927368130350732,30,0.1422247455176173,0.416344187375516
1932,c-s-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3484.0,137.0,3.783485225075946,30,0.1422247455176173,0.5381052233060915
1933,n-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3573.0,48.0,1.3256006628003314,30,0.1422247455176173,0.18853321692476194
1934,n-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1935,n-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3611.0,10.0,0.27616680475006905,30,0.1422247455176173,0.039277753525992075
1936,n-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1937,n-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3614.0,7.0,0.19331676332504832,30,0.1422247455176173,0.02749442746819445
1938,n-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3560.0,61.0,1.6846175089754212,30,0.1422247455176173,0.23959429650855166
1939,p-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1940,p-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1941,p-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1942,p-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3579.0,42.0,1.15990057995029,30,0.1422247455176173,0.1649665648091667
1943,p-o-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1944,p-o-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1945,p-o-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1946,p-o-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3491.0,130.0,3.5901684617508973,30,0.1422247455176173,0.5106107958378969
1947,p-o-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3606.0,15.0,0.4142502071251036,30,0.1422247455176173,0.05891663028898811
1948,p-o-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3525.0,96.0,2.651201325600663,30,0.1422247455176173,0.3770664338495239
1949,p-o-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3446.0,175.0,4.8329190831262085,30,0.1422247455176173,0.6873606867048613
1950,p-o-17,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1951,p-o-18,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1952,p-o-19,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3618.0,3.0,0.08285004142502071,30,0.1422247455176173,0.011783326057797621
1953,p-o-20,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1954,p-o-21,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1955,p-o-22,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1956,p-o-23,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3586.0,35.0,0.9665838166252416,30,0.1422247455176173,0.13747213734097224
1957,p-o-24,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1958,p-o-25,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1959,p-o-26,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1960,p-o-27,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1961,p-o-28,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3251.0,370.0,10.218171775752555,30,0.1422247455176173,1.4532768804617069
1962,p-o-29,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3430.0,191.0,5.2747859707263185,30,0.1422247455176173,0.7502050923464486
1963,p-o-30,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3497.0,124.0,3.424468378900856,30,0.1422247455176173,0.4870441437223017
1964,p-o-31,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3611.0,10.0,0.27616680475006905,30,0.1422247455176173,0.039277753525992075
1965,p-o-32,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3512.0,109.0,3.0102181717757523,30,0.1422247455176173,0.42812751343331357
1966,p-o-33,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3505.0,116.0,3.2035349351008007,30,0.1422247455176173,0.45562194090150804
1967,p-o-34,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1968,p-o-35,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3590.0,31.0,0.856117094725214,30,0.1422247455176173,0.12176103593057543
1969,p-o-36,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3399.0,222.0,6.130903065451533,30,0.1422247455176173,0.871966128277024
1970,p-o-37,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1971,p-o-38,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3567.0,54.0,1.4913007456503728,30,0.1422247455176173,0.2120998690403572
1972,p-o-39,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3488.0,133.0,3.673018503175918,30,0.1422247455176173,0.5223941218956946
1973,p-o-40,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1974,p-o-41,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3493.0,128.0,3.5349351008008836,30,0.1422247455176173,0.5027552451326985
1975,p-o-42,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3432.0,189.0,5.219552609776305,30,0.1422247455176173,0.7423495416412502
1976,p-o-43,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3435.0,186.0,5.136702568351284,30,0.1422247455176173,0.7305662155834525
1977,p-o-44,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1978,p-o-45,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3600.0,21.0,0.579950289975145,30,0.1422247455176173,0.08248328240458334
1979,p-o-46,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3383.0,238.0,6.572769953051643,30,0.1422247455176173,0.9348105339186114
1980,p-o-47,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3563.0,58.0,1.6017674675504003,30,0.1422247455176173,0.22781097045075402
1981,p-o-48,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3598.0,23.0,0.6351836509251588,30,0.1422247455176173,0.09033883310978177
1982,p-o-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3502.0,119.0,3.2863849765258215,30,0.1422247455176173,0.4674052669593057
1983,p-o-9,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.5,3621.0,0.0,0.0,30,0.1422247455176173,0.0
1984,c-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3608.0,13.0,0.3590168461750898,31,0.1291469452285968,0.04636592896911788
1985,c-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3524.0,97.0,2.67881800607567,31,0.1291469452285968,0.3459611623080334
1986,c-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3619.0,2.0,0.055233360950013806,31,0.1291469452285968,0.00713321984140275
1987,c-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3535.0,86.0,2.3750345208505936,31,0.1291469452285968,0.3067284531803183
1988,c-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3551.0,70.0,1.9331676332504832,31,0.1291469452285968,0.24966269444909625
1989,c-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3342.0,279.0,7.705053852526926,31,0.1291469452285968,0.9950841678756837
1990,c-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3395.0,226.0,6.241369787351561,31,0.1291469452285968,0.8060538420785108
1991,c-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3436.0,185.0,5.109085887876278,31,0.1291469452285968,0.6598228353297545
1992,c-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3335.0,286.0,7.898370615851975,31,0.1291469452285968,1.0200504373205932
1993,c-o-7,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3536.0,85.0,2.347417840375587,31,0.1291469452285968,0.3031618432596169
1994,c-o-8,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3558.0,63.0,1.739850869925435,31,0.1291469452285968,0.22469642500418663
1995,c-p-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3565.0,56.0,1.5465341066003866,31,0.1291469452285968,0.199730155559277
1996,c-s-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3590.0,31.0,0.856117094725214,31,0.1291469452285968,0.11056490754174263
1997,n-o-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3620.0,1.0,0.027616680475006903,31,0.1291469452285968,0.003566609920701375
1998,n-o-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
1999,n-o-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2000,n-o-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2001,n-o-5,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2002,n-o-6,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3614.0,7.0,0.19331676332504832,31,0.1291469452285968,0.024966269444909626
2003,p-n-1,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2004,p-n-2,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2005,p-n-3,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2006,p-n-4,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2007,p-o-10,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2008,p-o-11,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2009,p-o-12,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2010,p-o-13,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3521.0,100.0,2.7616680475006903,31,0.1291469452285968,0.3566609920701375
2011,p-o-14,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2012,p-o-15,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3575.0,46.0,1.2703673018503177,31,0.1291469452285968,0.16406405635226326
2013,p-o-16,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3500.0,121.0,3.3416183374758353,31,0.1291469452285968,0.43155980040486636
2014,p-o-17,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2015,p-o-18,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2016,p-o-19,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2017,p-o-20,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2018,p-o-21,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2019,p-o-22,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2020,p-o-23,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3617.0,4.0,0.11046672190002761,31,0.1291469452285968,0.0142664396828055
2021,p-o-24,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2022,p-o-25,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2023,p-o-26,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2024,p-o-27,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2025,p-o-28,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3413.0,208.0,5.744269538801436,31,0.1291469452285968,0.741854863505886
2026,p-o-29,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3481.0,140.0,3.8663352665009665,31,0.1291469452285968,0.4993253888981925
2027,p-o-30,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3544.0,77.0,2.1264843965755316,31,0.1291469452285968,0.2746289638940059
2028,p-o-31,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2029,p-o-32,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3527.0,94.0,2.595967964650649,31,0.1291469452285968,0.33526133254592927
2030,p-o-33,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3555.0,66.0,1.8227009113504558,31,0.1291469452285968,0.23539625476629078
2031,p-o-34,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2032,p-o-35,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2033,p-o-36,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3501.0,120.0,3.3140016570008286,31,0.1291469452285968,0.427993190484165
2034,p-o-37,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2035,p-o-38,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3608.0,13.0,0.3590168461750898,31,0.1291469452285968,0.04636592896911788
2036,p-o-39,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3546.0,75.0,2.071251035625518,31,0.1291469452285968,0.2674957440526031
2037,p-o-40,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3621.0,0.0,0.0,31,0.1291469452285968,0.0
2038,p-o-41,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3544.0,77.0,2.1264843965755316,31,0.1291469452285968,0.2746289638940059
2039,p-o-42,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3484.0,137.0,3.783485225075946,31,0.1291469452285968,0.4886255591360884
2040,p-o-43,X-coord,-3.45 - -1.0 and 1.0 - 3.55,1.75,3481.0,140.0,3.8663352665009665,31,0.1291469452285968,0.4993253888981925
